,TSLA_SHEL_p_value,TSLA_JNJ_p_value,TSLA_XOM_p_value,TSLA_MSFT_p_value,TSLA_GOOG_p_value,TSLA_JPM_p_value,TSLA_TM_p_value,TSLA_AZN_p_value,SHEL_JNJ_p_value,SHEL_XOM_p_value,SHEL_MSFT_p_value,SHEL_GOOG_p_value,SHEL_JPM_p_value,SHEL_TM_p_value,SHEL_AZN_p_value,JNJ_XOM_p_value,JNJ_MSFT_p_value,JNJ_GOOG_p_value,JNJ_JPM_p_value,JNJ_TM_p_value,JNJ_AZN_p_value,XOM_MSFT_p_value,XOM_GOOG_p_value,XOM_JPM_p_value,XOM_TM_p_value,XOM_AZN_p_value,MSFT_GOOG_p_value,MSFT_JPM_p_value,MSFT_TM_p_value,MSFT_AZN_p_value,GOOG_JPM_p_value,GOOG_TM_p_value,GOOG_AZN_p_value,JPM_TM_p_value,JPM_AZN_p_value,TM_AZN_p_value
10,0.0003278135362270908,0.8630972771957393,0.36058672174223594,0.0024827270614003354,6.799702698087625e-07,0.6713640331626932,0.7755280734772068,0.17006839939179094,7.877178883699216e-13,0.011535012486304778,9.6379726774454e-13,1.3276493336682656e-09,0.0003251406978638531,6.938442858877476e-20,2.9663878103614636e-10,0.46266572351178864,2.050517608437759e-21,1.522392474571159e-14,8.4628307847941e-20,1.4989106894689834e-13,1.2870305404943879e-20,7.793868568034505e-05,1.5861824999769617e-05,0.8318068417029472,0.0787575387032159,0.48285306625007623,1.3908816719366404e-49,5.240711518368375e-13,3.578272838504072e-08,4.470115074100427e-26,1.3246821095502794e-10,0.00024234402908834268,3.9087020702193015e-20,0.02067925075245593,1.1469298971080387e-28,3.927124505109074e-06
11,5.213754166817616e-09,0.002896146222588325,0.0016775410378061242,0.016427589448972938,4.274283973550536e-08,0.0015202618850717888,0.9704706837272895,0.004885703914867171,0.0014135311438088465,3.965867701274326e-31,1.5709071676659853e-20,2.7679220402165913e-30,5.843669500807738e-27,0.0005837972948471435,0.03762184804631542,5.734371322175362e-15,7.468921117740852e-10,0.061841344606182534,1.2459829044364371e-11,0.8510133301938669,2.189467265930555e-15,1.341397915033995e-29,3.7758468057037834e-17,4.305107731859443e-40,0.057523394668973875,3.936368863122026e-06,7.685117683377344e-28,2.097953099802836e-27,1.5863322956542133e-07,0.005556609216827776,1.805790776941585e-19,1.3254116121779834e-10,0.8272046630492448,0.0006757855140260193,0.0003051501465594943,0.0025868870212768743
12,8.144787537825862e-09,7.833955765846176e-05,4.838099001344513e-07,6.561848466522911e-26,0.002972040400033734,8.185702999456577e-10,0.31976866651733354,0.02797936638829531,1.178386458978242e-07,0.7026147100290351,8.080932398286964e-20,0.7498537663072324,1.7698953513083348e-07,1.939482786633488e-08,0.598227450286477,0.031172504067686353,1.0058581524819424e-16,0.24554199459686007,2.7479531394828884e-07,3.4353508319417115e-07,0.00026744829051076214,0.13388337445713372,2.906653585755869e-22,0.4131899630236175,0.09367522393033854,2.320679382518116e-10,0.6248165635666371,2.0526453054125937e-17,4.595882223262648e-08,0.6594123359294897,0.09736862565835215,0.49931061674054394,0.07094728753517876,7.675484592819572e-07,1.4154120983021099e-05,0.5277179163900833
13,0.005325766677423175,0.8362496996779878,0.446870067084381,3.04128184417704e-32,4.0269195490709354e-19,9.929249679776878e-37,1.5712329101661732e-25,8.346896064719235e-11,3.624253602702796e-10,1.803569505142231e-23,0.033315298844524215,0.07148919653125141,0.0015904117229238307,0.7025682103810018,1.52994428487437e-05,4.7352164346466306e-07,0.6671109341306424,0.008025202728261207,0.7446825032873998,0.035918109753795745,0.0011813348314938514,0.5310621602272244,0.00018432237864459298,0.9236159349230859,0.011484522968349889,1.5820484326198573e-11,6.754063267171397e-23,2.1038510631562533e-25,3.237211075864833e-26,3.714843744576977e-13,1.9300864062138925e-24,1.47666186226043e-39,6.769394946088544e-24,2.1211590673451714e-35,1.0591695545260938e-08,1.0775537395006195e-16
14,0.06647506348388979,7.5536767420106446e-06,0.03276428280313655,4.0312654848376555e-26,3.890949733922795e-06,0.6006146030462794,0.6180415041946052,0.15671327104164223,2.051710992514021e-12,2.081651046068481e-80,0.011768222546272161,2.685747443580056e-19,4.588533355370901e-46,5.985485919925472e-51,5.156428098836468e-32,2.3393275724163677e-12,7.747175235632144e-21,9.430974548699263e-33,1.217899989480323e-19,9.627249970283484e-16,4.448050686245915e-27,0.03252713802640908,2.707334513320764e-19,5.392256766576522e-52,2.5616534915838047e-54,3.723124300757546e-28,4.521754357879388e-19,4.354979708421291e-06,0.00012917728156324005,3.5785782464878086e-09,5.538026362435265e-35,3.035238330922777e-26,8.35323364116411e-28,2.0972177902889327e-57,4.34176932121357e-31,1.9693158917359496e-30
15,1.47559066195523e-10,2.3890612288328607e-05,8.222137551931697e-05,1.3317030857289889e-42,1.226128653048509e-39,6.026897458664075e-07,8.473810141879422e-14,1.590671746690634e-17,0.010311163066761513,1.8447058366050253e-19,2.824078028040571e-08,5.629585311231986e-07,0.020826336094547423,0.7341424298303874,4.4795878581223385e-07,0.00031008206096550645,0.1948502943313371,0.024975740987705476,0.1432638917553143,0.013446265374361,0.007143074894970311,0.010793147219998973,0.2430342731216269,1.0234157625754006e-07,0.11651554094864154,0.32245086704747783,4.390355732305852e-43,7.34978767787052e-07,1.7102313956839453e-11,3.735168299188542e-17,1.3805203451721717e-10,2.606323852115247e-13,7.703348316028788e-23,1.8616483262872816e-21,5.194738795843125e-05,2.8371708735789718e-05
16,8.425696599921517e-35,1.2137483499218197e-33,1.2414352915704655e-43,2.7407970676892857e-13,3.058230466154518e-17,2.8390154415821503e-41,1.8499380073699666e-24,1.9427983966555025e-08,3.456888747086029e-20,7.430890528035117e-55,1.0545859858128401e-08,1.2961497244904335e-27,1.2050888578956087e-54,7.3889548378039805e-31,3.0303804629311182e-05,1.0132685516989592e-29,4.42563970015915e-14,8.409760340368019e-10,9.762720110052827e-23,1.4807837528301104e-15,0.0026959513977075082,1.6698506620649956e-08,2.364044242143901e-18,7.751847249293068e-45,7.221951785001487e-27,1.9903910989731133e-05,6.212269896385336e-16,2.2641579185357785e-12,1.9031839273865042e-09,0.0010359342850233318,2.5786497234387066e-30,1.372815658950778e-16,0.0042132578934446045,8.288712648654613e-30,1.567421612126008e-06,3.8814547295819e-09
17,8.597860296069127e-09,0.0001820826887413665,2.2086956214242386e-29,0.4272316442944625,6.550361322714487e-08,2.949392875121306e-26,3.4133366024904033e-07,1.2822127089821603e-10,0.00978242151148249,3.4003612985548514e-13,0.001110826543151895,0.917290235561883,1.1917363504899273e-05,0.08887440725892065,0.9809193249646723,0.0005988098173950861,2.7088507754280585e-06,1.9505305240856305e-11,7.301029899282011e-08,4.55576018490847e-06,8.517902392698627e-20,0.0017974796200433466,1.751813039361792e-15,1.2743048921835668e-28,1.4161588471235743e-11,6.066207608223001e-13,1.1529274164346018e-26,0.0054787252150979345,7.146895126721857e-10,1.5879225474964513e-12,1.5989285734165715e-13,8.670755645405747e-21,7.848406870073873e-32,7.409576470616772e-08,2.3022639768612632e-11,7.624855010254129e-24
18,1.9301712300906252e-16,8.834317770933069e-06,1.2934853960388378e-14,3.381417216545625e-32,5.23770336930903e-13,2.9688182534431917e-22,0.7676753583579514,5.378799371828543e-22,4.723121672437169e-14,4.5671006440700074e-20,1.293798151061362e-08,0.00010060008153579119,5.4964487647550566e-33,0.20569114584043355,4.272195700588046e-15,7.508413220443828e-15,0.20580976480910843,0.7374159268046764,3.7380298326153073e-07,0.9700018424541138,1.228085192219573e-05,0.0005180030062978977,0.813407442818304,3.3934799678898913e-12,0.554658073303395,4.3611339254820665e-19,6.090004379541826e-36,3.317251004647036e-16,0.6676136782525051,3.2035881747310894e-12,7.213824387265711e-11,0.5779760272536956,0.0011059816060462512,0.09396764739301429,2.017400889794718e-17,0.010376504171013268
19,2.455809946575249e-06,0.42791280652520397,1.1685176814355081e-08,2.8033438856658446e-21,4.088714887712838e-18,4.518757260260732e-09,0.008487792902220364,0.40123915214730144,7.70577762579667e-09,1.9227064858526863e-49,3.1743289906219626e-20,1.1350471987789235e-09,1.5482103374893724e-12,0.935051293957511,2.9514357593460995e-15,4.4972383920601804e-10,0.0014171782566189883,0.0978768373144568,5.111252780140725e-08,0.15710124706455453,2.5581459418971958e-15,1.4937532037974268e-27,2.8717881061900796e-13,2.9368565033239264e-22,0.02637173204679138,3.844747334147076e-16,9.097830311921984e-43,4.9924039517894227e-17,0.09847373040224139,5.108718543693423e-06,6.127740080675367e-12,0.18166267947438117,0.004163252578505872,5.34746253248278e-11,3.725077947985665e-15,0.0014173576746282055
20,0.5236705435268858,0.907867549895707,0.05589138219968716,1.469213656604704e-28,4.636357221187456e-24,7.558015263563258e-06,4.732129744049444e-09,2.457181202153725e-10,0.1557032686801494,9.859184319562495e-11,0.08212628961501428,0.262244485282177,3.825083409669298e-18,4.684421174819516e-06,0.8282960980764248,8.650117182472043e-07,0.8332184064041294,0.008330554853064692,1.3830520053121367e-05,2.1465569681108805e-10,0.01044023655983078,0.9606438513236214,0.006016918799347086,0.08866364770319263,0.11380561792652442,0.10634925649960024,2.733990014595635e-23,1.7437017410242817e-08,3.025068597878073e-08,3.4060387053072664e-13,4.480694377808102e-10,4.81458811003964e-10,1.3619592966315735e-11,9.00736750731172e-21,4.686535501808312e-05,0.001236319693452277
21,4.733368078603532e-20,1.611969649292329e-20,1.0878809653361493e-21,0.004143061049225117,1.5653233798241206e-18,6.452800775307937e-23,0.602753716340947,1.2225572518795763e-22,1.7718021472643898e-20,1.2689671883051485e-28,0.7265662600460262,4.322813164846239e-07,3.168856798609047e-42,2.7235841580676903e-07,1.5503740667757576e-34,1.042995510978422e-16,0.823866329475322,2.5108056697520627e-12,2.727224812669406e-29,0.008233086621523972,3.1778216083641438e-25,0.05050561025346798,3.1981776822097665e-09,6.825617017705264e-34,0.005698016567793903,1.8725930766602624e-14,2.7537502854888892e-15,0.8157842511381097,7.700421448343759e-14,0.1490511203452168,4.381158775683927e-09,0.0003906687511017248,6.389703519658195e-07,6.082533616210066e-06,1.3933275503246083e-33,1.3950501967660554e-08
22,0.5676959630774392,0.2679417602052363,0.037765601328017206,0.0007405483917767128,0.001529316557526301,0.004273702022528536,9.79408055354969e-14,0.9490047039135657,0.0017552225404403616,1.671419931812409e-10,0.7307586113060067,0.429307980655102,7.662746359347817e-08,0.8780662429032781,0.0003640825306296804,6.77138697090727e-09,0.04824218634759532,0.020043620019377716,8.186323958936992e-05,0.0006693320161088172,2.9764870468537242e-05,0.0001413577179905033,6.57001079288647e-05,0.0013214767630273258,0.46971291274559945,0.8536691442017057,6.887179654485461e-44,0.310561303929168,0.0003494554750486199,4.636813808348278e-24,0.24225434231395562,1.2651780513883417e-05,8.892673281692066e-15,1.8632577159350698e-05,0.32281155096834535,0.5769079434116332
23,2.433972335084961e-06,0.0003150885833500764,0.27143987287830557,0.10261296793686063,0.23209783110185117,0.000229449699971203,0.016096151945680724,0.0001628261710847235,1.103823035362733e-11,4.496078891205038e-08,0.9827216689641731,4.299166352920234e-12,0.036166274930126405,3.013762591482288e-20,8.223397628220042e-09,0.3698482712949587,0.008208494240470729,0.23091135028504867,6.85623017343214e-14,5.523291486512246e-05,1.3052893499100661e-19,1.1944584503813788e-09,3.536814093437564e-13,0.30334436582491914,5.681475616653453e-15,0.3683038409433716,0.0035651859631304216,0.8187424043143271,0.7664406026917713,0.004991711930846421,0.42624317080088864,3.2347391951114017e-14,0.3881219988653,0.5177612967518477,0.001357588096346458,2.8972617690262356e-05
24,0.10140909038730772,0.00015269572884352037,7.245130573230524e-14,1.7308196646830608e-41,2.801144381327388e-10,1.4908727080037596e-22,2.602802748326814e-32,0.015078802141886677,0.01092882205613552,1.5684622024212666e-24,0.06148711658199691,0.042005646913505876,0.00029355815608351983,0.003565548302561231,0.02205527749607583,0.673200928535784,1.0620625204495684e-06,0.007862650432172923,2.9167325474434304e-12,1.5184344297631474e-05,6.116374896885997e-11,8.805782672743147e-14,4.163529045911197e-06,1.3404893241098559e-17,1.1382850045791667e-18,0.001316009109771413,2.0066990868704517e-15,3.8984299155553494e-32,3.2057673541673014e-38,0.009080395225777436,6.321007146176592e-11,5.797715542386274e-06,0.0003925728894454706,5.714969600460893e-32,3.5088537257831104e-09,0.03608744496199112
